站点,日期,时间,纬度,经度,风向,风速,浪高,周期,修正风向,修正风速,修正浪高,修正周期,1小时前修正风向,1小时前修正风速,1小时前修正浪高,1小时前修正周期,2小时前修正风向,2小时前修正风速,2小时前修正浪高,2小时前修正周期
NJI,26,2,27.5N,121.1E,26,17,1.5,5.1,26,17,1.5,5.1,26,15.6,1.4,4.8,27,13.6,1.3,4.6
NJI,26,3,27.5N,121.1E,27,17.3,1.5,5.6,27,17.3,1.5,5.6,26,17,1.5,5.1,26,15.6,1.4,4.8
NJI,26,4,27.5N,121.1E,29,16.4,1.6,5.7,29,16.4,1.6,5.7,27,17.3,1.5,5.6,26,17,1.5,5.1
NJI,26,5,27.5N,121.1E,28,16.6,1.8,5.9,28,16.6,1.8,5.9,29,16.4,1.6,5.7,27,17.3,1.5,5.6
NJI,26,6,27.5N,121.1E,28,17.1,1.9,6,28,17.1,1.9,6,28,16.6,1.8,5.9,29,16.4,1.6,5.7
NJI,26,7,27.5N,121.1E,27,17.3,2,5.7,27,17.3,2,5.7,28,17.1,1.9,6,28,16.6,1.8,5.9
NJI,26,8,27.5N,121.1E,29,16.8,1.8,5.5,29,16.8,1.8,5.5,27,17.3,2,5.7,28,17.1,1.9,6
NJI,26,9,27.5N,121.1E,25,14.7,1.6,5.4,25,14.7,1.6,5.4,29,16.8,1.8,5.5,27,17.3,2,5.7
NJI,26,10,27.5N,121.1E,29,14.6,1.6,5.3,29,14.6,1.6,5.3,25,14.7,1.6,5.4,29,16.8,1.8,5.5
NJI,26,11,27.5N,121.1E,26,14.3,1.6,5.4,26,14.3,1.6,5.4,29,14.6,1.6,5.3,25,14.7,1.6,5.4
NJI,26,12,27.5N,121.1E,28,14.9,1.4,5.3,28,14.9,1.4,5.3,26,14.3,1.6,5.4,29,14.6,1.6,5.3
NJI,26,13,27.5N,121.1E,28,14.8,1.4,4.9,28,14.8,1.4,4.9,28,14.9,1.4,5.3,26,14.3,1.6,5.4
NJI,26,14,27.5N,121.1E,28,14.3,1.4,5.5,28,14.3,1.4,5.5,28,14.8,1.4,4.9,28,14.9,1.4,5.3
NJI,26,15,27.5N,121.1E,32,13.9,1.5,5.7,32,13.9,1.5,5.7,28,14.3,1.4,5.5,28,14.8,1.4,4.9
NJI,26,16,27.5N,121.1E,38,11.2,1.6,6.1,38,11.2,1.6,6.1,32,13.9,1.5,5.7,28,14.3,1.4,5.5
NJI,26,17,27.5N,121.1E,41,12,1.8,5.8,41,12,1.8,5.8,38,11.2,1.6,6.1,32,13.9,1.5,5.7
NJI,26,18,27.5N,121.1E,34,12,1.9,6.2,34,12,1.9,6.2,41,12,1.8,5.8,38,11.2,1.6,6.1
NJI,26,19,27.5N,121.1E,47,12,2,6.3,47,12,2,6.3,34,12,1.9,6.2,41,12,1.8,5.8
NJI,26,20,27.5N,121.1E,42,11.6,2,5.8,42,11.6,2,5.8,47,12,2,6.3,34,12,1.9,6.2
NJI,26,21,27.5N,121.1E,37,14.2,2.1,6.1,37,14.2,2.1,6.1,42,11.6,2,5.8,47,12,2,6.3
NJI,26,22,27.5N,121.1E,36,15.4,2,5.9,36,15.4,2,5.9,37,14.2,2.1,6.1,42,11.6,2,5.8
NJI,26,23,27.5N,121.1E,34,14.3,1.8,5.6,34,14.3,1.8,5.6,36,15.4,2,5.9,37,14.2,2.1,6.1
NJI,27,0,27.5N,121.1E,28,15.8,1.8,5.6,28,15.8,1.8,5.6,34,14.3,1.8,5.6,36,15.4,2,5.9
NJI,27,1,27.5N,121.1E,26,16.4,1.5,5.7,26,16.4,1.5,5.7,28,15.8,1.8,5.6,34,14.3,1.8,5.6
NJI,27,2,27.5N,121.1E,28,15.9,1.2,5.5,28,15.9,1.2,5.5,26,16.4,1.5,5.7,28,15.8,1.8,5.6
NJI,27,3,27.5N,121.1E,24,12.6,1.1,5.6,24,12.6,1.1,5.6,28,15.9,1.2,5.5,26,16.4,1.5,5.7
NJI,27,4,27.5N,121.1E,13,8.9,1,5.9,13,8.9,1,5.9,24,12.6,1.1,5.6,28,15.9,1.2,5.5
NJI,27,5,27.5N,121.1E,12,8,1,6,12,8,1,6,13,8.9,1,5.9,24,12.6,1.1,5.6
NJI,27,6,27.5N,121.1E,6,7.2,1,5.6,6,7.2,1,5.6,12,8,1,6,13,8.9,1,5.9
NJI,27,7,27.5N,121.1E,354,8.1,1.1,6.2,354,8.1,1.1,6.2,6,7.2,1,5.6,12,8,1,6
NJI,27,8,27.5N,121.1E,356,6.1,0.9,6.2,356,6.1,0.9,6.2,354,8.1,1.1,6.2,6,7.2,1,5.6
NJI,27,9,27.5N,121.1E,349,6.7,1,6.2,349,6.7,1,6.2,356,6.1,0.9,6.2,354,8.1,1.1,6.2
NJI,27,10,27.5N,121.1E,0,6.6,1,5.9,0,6.6,1,5.9,349,6.7,1,6.2,356,6.1,0.9,6.2
NJI,27,11,27.5N,121.1E,342,6.5,0.9,5.4,342,6.5,0.9,5.4,0,6.6,1,5.9,349,6.7,1,6.2
NJI,27,12,27.5N,121.1E,349,6.6,1,5.8,349,6.6,1,5.8,342,6.5,0.9,5.4,0,6.6,1,5.9
NJI,27,13,27.5N,121.1E,351,6.7,0.9,5.3,351,6.7,0.9,5.3,349,6.6,1,5.8,342,6.5,0.9,5.4
NJI,27,14,27.5N,121.1E,13,7.8,0.9,6.2,13,7.8,0.9,6.2,351,6.7,0.9,5.3,349,6.6,1,5.8
NJI,27,15,27.5N,121.1E,18,8.2,0.8,6,18,8.2,0.8,6,13,7.8,0.9,6.2,351,6.7,0.9,5.3
NJI,27,16,27.5N,121.1E,20,8.6,0.9,6.8,20,8.6,0.9,6.8,18,8.2,0.8,6,13,7.8,0.9,6.2
NJI,27,17,27.5N,121.1E,22,8.4,0.8,7,22,8.4,0.8,7,20,8.6,0.9,6.8,18,8.2,0.8,6
NJI,27,18,27.5N,121.1E,26,8.6,0.8,6.7,26,8.6,0.8,6.7,22,8.4,0.8,7,20,8.6,0.9,6.8
NJI,27,19,27.5N,121.1E,29,8.6,0.9,6.2,29,8.6,0.9,6.2,26,8.6,0.8,6.7,22,8.4,0.8,7
NJI,27,20,27.5N,121.1E,30,7.6,0.9,6.7,30,7.6,0.9,6.7,29,8.6,0.9,6.2,26,8.6,0.8,6.7
NJI,27,21,27.5N,121.1E,31,7.4,0.9,6.5,31,7.4,0.9,6.5,30,7.6,0.9,6.7,29,8.6,0.9,6.2
NJI,27,22,27.5N,121.1E,26,6.4,0.9,6.4,26,6.4,0.9,6.4,31,7.4,0.9,6.5,30,7.6,0.9,6.7
NJI,27,23,27.5N,121.1E,23,5.4,0.8,6.2,23,5.4,0.8,6.2,26,6.4,0.9,6.4,31,7.4,0.9,6.5
NJI,28,0,27.5N,121.1E,12,5.5,0.8,6.3,12,5.5,0.8,6.3,23,5.4,0.8,6.2,26,6.4,0.9,6.4
NJI,28,1,27.5N,121.1E,355,6.4,0.8,6.6,355,6.4,0.8,6.6,12,5.5,0.8,6.3,23,5.4,0.8,6.2
NJI,28,2,27.5N,121.1E,348,6.8,0.8,6.6,348,6.8,0.8,6.6,355,6.4,0.8,6.6,12,5.5,0.8,6.3
NJI,28,3,27.5N,121.1E,333,5.6,0.7,7.2,333,5.6,0.7,7.2,348,6.8,0.8,6.6,355,6.4,0.8,6.6
NJI,28,4,27.5N,121.1E,319,6.3,0.7,7.9,319,6.3,0.7,7.9,333,5.6,0.7,7.2,348,6.8,0.8,6.6
NJI,28,5,27.5N,121.1E,314,6.2,0.6,7.3,314,6.2,0.6,7.3,319,6.3,0.7,7.9,333,5.6,0.7,7.2
NJI,28,6,27.5N,121.1E,312,5.2,0.6,7.6,312,5.2,0.6,7.6,314,6.2,0.6,7.3,319,6.3,0.7,7.9
NJI,28,7,27.5N,121.1E,314,4.4,0.6,7.7,314,4.4,0.6,7.7,312,5.2,0.6,7.6,314,6.2,0.6,7.3
NJI,28,8,27.5N,121.1E,312,4.1,0.6,7.6,312,4.1,0.6,7.6,314,4.4,0.6,7.7,312,5.2,0.6,7.6
NJI,28,9,27.5N,121.1E,313,4.8,0.6,7.4,313,4.8,0.6,7.4,312,4.1,0.6,7.6,314,4.4,0.6,7.7
NJI,28,10,27.5N,121.1E,317,6,0.7,7,317,6,0.7,7,313,4.8,0.6,7.4,312,4.1,0.6,7.6
NJI,28,11,27.5N,121.1E,311,4.2,0.7,6.6,311,4.2,0.7,6.6,317,6,0.7,7,313,4.8,0.6,7.4
NJI,28,12,27.5N,121.1E,312,2.3,0.7,6.9,312,2.3,0.7,6.9,311,4.2,0.7,6.6,317,6,0.7,7
NJI,28,13,27.5N,121.1E,303,2.3,0.6,6.9,303,2.3,0.6,6.9,312,2.3,0.7,6.9,311,4.2,0.7,6.6
NJI,28,14,27.5N,121.1E,335,2,0.7,7.1,335,2,0.7,7.1,303,2.3,0.6,6.9,312,2.3,0.7,6.9
NJI,28,15,27.5N,121.1E,25,2.7,0.6,7,25,2.7,0.6,7,335,2,0.7,7.1,303,2.3,0.6,6.9
NJI,28,16,27.5N,121.1E,41,2.5,0.6,7,41,2.5,0.6,7,25,2.7,0.6,7,335,2,0.7,7.1
NJI,28,17,27.5N,121.1E,31,3.1,0.6,6.9,31,3.1,0.6,6.9,41,2.5,0.6,7,25,2.7,0.6,7
NJI,28,18,27.5N,121.1E,37,3.1,0.6,7.3,37,3.1,0.6,7.3,31,3.1,0.6,6.9,41,2.5,0.6,7
NJI,28,19,27.5N,121.1E,41,4.8,0.6,7.8,41,4.8,0.6,7.8,37,3.1,0.6,7.3,31,3.1,0.6,6.9
NJI,28,20,27.5N,121.1E,28,5.6,0.6,7,28,5.6,0.6,7,41,4.8,0.6,7.8,37,3.1,0.6,7.3
NJI,28,21,27.5N,121.1E,38,4.7,0.7,6.5,38,4.7,0.7,6.5,28,5.6,0.6,7,41,4.8,0.6,7.8
NJI,28,22,27.5N,121.1E,39,5.6,0.8,4.7,39,5.6,0.8,4.7,38,4.7,0.7,6.5,28,5.6,0.6,7
NJI,28,23,27.5N,121.1E,29,9.3,0.9,4.2,29,9.3,0.9,4.2,39,5.6,0.8,4.7,38,4.7,0.7,6.5
NJI,29,0,27.5N,121.1E,28,10,1.2,4.5,28,10,1.2,4.5,29,9.3,0.9,4.2,39,5.6,0.8,4.7
NJI,29,1,27.5N,121.1E,25,10.1,1.2,4.6,25,10.1,1.2,4.6,28,10,1.2,4.5,29,9.3,0.9,4.2
NJI,29,2,27.5N,121.1E,27,11.6,1.2,4.7,27,11.6,1.2,4.7,25,10.1,1.2,4.6,28,10,1.2,4.5
NJI,29,3,27.5N,121.1E,31,9.1,1.2,4.8,31,9.1,1.2,4.8,27,11.6,1.2,4.7,25,10.1,1.2,4.6
NJI,29,4,27.5N,121.1E,12,6.3,1.1,4.8,12,6.3,1.1,4.8,31,9.1,1.2,4.8,27,11.6,1.2,4.7
NJI,29,5,27.5N,121.1E,13,6.7,1,4.8,13,6.7,1,4.8,12,6.3,1.1,4.8,31,9.1,1.2,4.8
NJI,29,6,27.5N,121.1E,18,8.8,0.9,5,18,8.8,0.9,5,13,6.7,1,4.8,12,6.3,1.1,4.8
NJI,29,7,27.5N,121.1E,10,9,0.8,5,10,9,0.8,5,18,8.8,0.9,5,13,6.7,1,4.8
NJI,29,8,27.5N,121.1E,16,9.1,0.8,5.1,16,9.1,0.8,5.1,10,9,0.8,5,18,8.8,0.9,5
NJI,29,9,27.5N,121.1E,11,9.4,0.8,5,11,9.4,0.8,5,16,9.1,0.8,5.1,10,9,0.8,5
NJI,29,10,27.5N,121.1E,9,10.2,0.9,5,9,10.2,0.9,5,11,9.4,0.8,5,16,9.1,0.8,5.1
NJI,29,11,27.5N,121.1E,10,9.5,0.8,4.7,10,9.5,0.8,4.7,9,10.2,0.9,5,11,9.4,0.8,5
NJI,29,12,27.5N,121.1E,6,10,0.8,4.6,6,10,0.8,4.6,10,9.5,0.8,4.7,9,10.2,0.9,5
NJI,29,13,27.5N,121.1E,11,9.7,0.9,4.9,11,9.7,0.9,4.9,6,10,0.8,4.6,10,9.5,0.8,4.7
NJI,29,14,27.5N,121.1E,9,8.9,0.7,4.9,9,8.9,0.7,4.9,11,9.7,0.9,4.9,6,10,0.8,4.6
NJI,29,15,27.5N,121.1E,14,8.6,0.7,5.3,14,8.6,0.7,5.3,9,8.9,0.7,4.9,11,9.7,0.9,4.9
NJI,29,16,27.5N,121.1E,7,7.9,0.6,5.4,7,7.9,0.6,5.4,14,8.6,0.7,5.3,9,8.9,0.7,4.9
NJI,29,17,27.5N,121.1E,19,6.8,0.6,5.4,19,6.8,0.6,5.4,7,7.9,0.6,5.4,14,8.6,0.7,5.3
NJI,29,18,27.5N,121.1E,22,6.4,0.5,6.3,22,6.4,0.5,6.3,19,6.8,0.6,5.4,7,7.9,0.6,5.4
NJI,29,19,27.5N,121.1E,26,6.5,0.5,7.1,26,6.5,0.5,7.1,22,6.4,0.5,6.3,19,6.8,0.6,5.4
NJI,29,20,27.5N,121.1E,28,6.1,0.5,7,28,6.1,0.5,7,26,6.5,0.5,7.1,22,6.4,0.5,6.3
NJI,29,21,27.5N,121.1E,19,5.5,0.5,7.4,19,5.5,0.5,7.4,28,6.1,0.5,7,26,6.5,0.5,7.1
NJI,29,22,27.5N,121.1E,20,6.8,0.6,6.9,20,6.8,0.6,6.9,19,5.5,0.5,7.4,28,6.1,0.5,7
NJI,29,23,27.5N,121.1E,31,6.2,0.6,7.2,31,6.2,0.6,7.2,20,6.8,0.6,6.9,19,5.5,0.5,7.4
NJI,30,0,27.5N,121.1E,15,6.7,0.6,6.2,15,6.7,0.6,6.2,31,6.2,0.6,7.2,20,6.8,0.6,6.9
NJI,30,1,27.5N,121.1E,357,7.7,0.7,6.1,357,7.7,0.7,6.1,15,6.7,0.6,6.2,31,6.2,0.6,7.2
NJI,30,2,27.5N,121.1E,0,7.2,0.6,5.4,0,7.2,0.6,5.4,357,7.7,0.7,6.1,15,6.7,0.6,6.2
NJI,30,3,27.5N,121.1E,1,7.6,0.6,6.1,1,7.6,0.6,6.1,0,7.2,0.6,5.4,357,7.7,0.7,6.1
NJI,30,4,27.5N,121.1E,353,9.2,0.6,6,353,9.2,0.6,6,1,7.6,0.6,6.1,0,7.2,0.6,5.4
NJI,30,5,27.5N,121.1E,0,8.6,0.6,7.2,0,8.6,0.6,7.2,353,9.2,0.6,6,1,7.6,0.6,6.1
NJI,30,6,27.5N,121.1E,355,7.9,0.5,7.3,355,7.9,0.5,7.3,0,8.6,0.6,7.2,353,9.2,0.6,6
NJI,30,7,27.5N,121.1E,343,7.6,0.6,9.2,343,7.6,0.6,9.2,355,7.9,0.5,7.3,0,8.6,0.6,7.2
NJI,30,8,27.5N,121.1E,346,7.8,0.5,8.2,346,7.8,0.5,8.2,343,7.6,0.6,9.2,355,7.9,0.5,7.3
NJI,30,9,27.5N,121.1E,344,5.4,0.5,8,344,5.4,0.5,8,346,7.8,0.5,8.2,343,7.6,0.6,9.2
NJI,30,10,27.5N,121.1E,325,5.6,0.6,8.5,325,5.6,0.6,8.5,344,5.4,0.5,8,346,7.8,0.5,8.2
NJI,30,11,27.5N,121.1E,314,6.4,0.6,8,314,6.4,0.6,8,325,5.6,0.6,8.5,344,5.4,0.5,8
NJI,30,12,27.5N,121.1E,317,5.4,0.6,7.7,317,5.4,0.6,7.7,314,6.4,0.6,8,325,5.6,0.6,8.5
NJI,30,13,27.5N,121.1E,316,4.6,0.6,6.8,316,4.6,0.6,6.8,317,5.4,0.6,7.7,314,6.4,0.6,8
NJI,30,14,27.5N,121.1E,313,3.9,0.7,6.8,313,3.9,0.7,6.8,316,4.6,0.6,6.8,317,5.4,0.6,7.7
NJI,30,15,27.5N,121.1E,327,2.1,0.6,7.3,327,2.1,0.6,7.3,313,3.9,0.7,6.8,316,4.6,0.6,6.8
NJI,30,16,27.5N,121.1E,358,2.2,0.7,6.4,358,2.2,0.7,6.4,327,2.1,0.6,7.3,313,3.9,0.7,6.8
NJI,30,17,27.5N,121.1E,335,2.6,0.7,7,335,2.6,0.7,7,358,2.2,0.7,6.4,327,2.1,0.6,7.3
NJI,30,18,27.5N,121.1E,32,1.3,0.6,6.7,32,1.3,0.6,6.7,335,2.6,0.7,7,358,2.2,0.7,6.4
NJI,30,19,27.5N,121.1E,22,2.8,0.7,6.8,22,2.8,0.7,6.8,32,1.3,0.6,6.7,335,2.6,0.7,7
NJI,30,20,27.5N,121.1E,42,2,0.7,6.5,42,2,0.7,6.5,22,2.8,0.7,6.8,32,1.3,0.6,6.7
NJI,30,21,27.5N,121.1E,61,2.8,0.7,6.4,61,2.8,0.7,6.4,42,2,0.7,6.5,22,2.8,0.7,6.8
NJI,30,22,27.5N,121.1E,115,2.8,0.8,6.2,115,2.8,0.8,6.2,61,2.8,0.7,6.4,42,2,0.7,6.5
NJI,30,23,27.5N,121.1E,141,3,0.8,5.8,141,3,0.8,5.8,115,2.8,0.8,6.2,61,2.8,0.7,6.4
NJI,31,0,27.5N,121.1E,166,1.6,0.8,6.1,166,1.6,0.8,6.1,141,3,0.8,5.8,115,2.8,0.8,6.2
NJI,31,1,27.5N,121.1E,201,2.6,0.9,6,201,2.6,0.9,6,166,1.6,0.8,6.1,141,3,0.8,5.8
NJI,31,2,27.5N,121.1E,204,3.1,0.9,5.6,204,3.1,0.9,5.6,201,2.6,0.9,6,166,1.6,0.8,6.1
NJI,31,3,27.5N,121.1E,203,4.5,0.9,5.8,203,4.5,0.9,5.8,204,3.1,0.9,5.6,201,2.6,0.9,6
NJI,31,4,27.5N,121.1E,215,5.4,0.8,6.2,215,5.4,0.8,6.2,203,4.5,0.9,5.8,204,3.1,0.9,5.6
NJI,31,5,27.5N,121.1E,213,6.2,0.8,5.9,213,6.2,0.8,5.9,215,5.4,0.8,6.2,203,4.5,0.9,5.8
NJI,31,6,27.5N,121.1E,212,7.1,0.8,5.2,212,7.1,0.8,5.2,213,6.2,0.8,5.9,215,5.4,0.8,6.2
NJI,31,7,27.5N,121.1E,214,5.9,0.8,5.1,214,5.9,0.8,5.1,212,7.1,0.8,5.2,213,6.2,0.8,5.9
NJI,31,8,27.5N,121.1E,209,6.2,0.8,5.6,209,6.2,0.8,5.6,214,5.9,0.8,5.1,212,7.1,0.8,5.2
NJI,31,9,27.5N,121.1E,210,5.7,0.8,5.2,210,5.7,0.8,5.2,209,6.2,0.8,5.6,214,5.9,0.8,5.1
NJI,31,10,27.5N,121.1E,218,7.7,0.9,5.2,218,7.7,0.9,5.2,210,5.7,0.8,5.2,209,6.2,0.8,5.6
NJI,31,11,27.5N,121.1E,218,9.8,0.8,5.3,218,9.8,0.8,5.3,218,7.7,0.9,5.2,210,5.7,0.8,5.2
NJI,31,12,27.5N,121.1E,219,9.8,0.8,5.7,219,9.8,0.8,5.7,218,9.8,0.8,5.3,218,7.7,0.9,5.2
NJI,31,13,27.5N,121.1E,225,7.2,0.6,5.9,225,7.2,0.6,5.9,219,9.8,0.8,5.7,218,9.8,0.8,5.3
NJI,31,14,27.5N,121.1E,340,9.4,0.8,4.7,340,9.4,0.8,4.7,225,7.2,0.6,5.9,219,9.8,0.8,5.7
NJI,31,15,27.5N,121.1E,16,7.1,1.2,4.3,16,7.1,1.2,4.3,340,9.4,0.8,4.7,225,7.2,0.6,5.9
NJI,31,16,27.5N,121.1E,32,9.6,1.6,4.7,32,9.6,1.6,4.7,16,7.1,1.2,4.3,340,9.4,0.8,4.7
NJI,31,17,27.5N,121.1E,30,11.4,2,5.2,30,11.4,2,5.2,32,9.6,1.6,4.7,16,7.1,1.2,4.3
NJI,31,18,27.5N,121.1E,30,13.8,2.3,6,30,13.8,2.3,6,30,11.4,2,5.2,32,9.6,1.6,4.7
NJI,31,19,27.5N,121.1E,28,18.4,2.7,6.4,28,18.4,2.7,6.4,30,13.8,2.3,6,30,11.4,2,5.2
NJI,31,20,27.5N,121.1E,27,20,2.4,6.5,27,20,2.4,6.5,28,18.4,2.7,6.4,30,13.8,2.3,6
NJI,31,21,27.5N,121.1E,24,17.6,2.1,6.5,24,17.6,2.1,6.5,27,20,2.4,6.5,28,18.4,2.7,6.4
NJI,31,22,27.5N,121.1E,18,18.3,2.6,6.8,18,18.3,2.6,6.8,24,17.6,2.1,6.5,27,20,2.4,6.5
NJI,31,23,27.5N,121.1E,27,20.6,2.2,6,27,20.6,2.2,6,18,18.3,2.6,6.8,24,17.6,2.1,6.5
NJI,1,0,27.5N,121.1E,26,20.5,2.1,6.2,26,20.5,2.1,6.2,27,20.6,2.2,6,18,18.3,2.6,6.8
NJI,1,1,27.5N,121.1E,28,19.7,1.8,5.6,28,19.7,1.8,5.6,26,20.5,2.1,6.2,27,20.6,2.2,6
NJI,1,2,27.5N,121.1E,28,19.1,1.7,5.4,28,19.1,1.7,5.4,28,19.7,1.8,5.6,26,20.5,2.1,6.2
NJI,1,3,27.5N,121.1E,27,19,1.6,5.1,27,19,1.6,5.1,28,19.1,1.7,5.4,28,19.7,1.8,5.6
NJI,1,4,27.5N,121.1E,26,16.6,1.5,5.2,26,16.6,1.5,5.2,27,19,1.6,5.1,28,19.1,1.7,5.4
NJI,1,5,27.5N,121.1E,26,16.4,1.4,5.3,26,16.4,1.4,5.3,26,16.6,1.5,5.2,27,19,1.6,5.1
NJI,1,6,27.5N,121.1E,28,16.9,1.5,5.1,28,16.9,1.5,5.1,26,16.4,1.4,5.3,26,16.6,1.5,5.2
NJI,1,7,27.5N,121.1E,28,16.3,1.4,5.1,28,16.3,1.4,5.1,28,16.9,1.5,5.1,26,16.4,1.4,5.3
NJI,1,8,27.5N,121.1E,29,15,1.4,5,29,15,1.4,5,28,16.3,1.4,5.1,28,16.9,1.5,5.1
NJI,1,9,27.5N,121.1E,29,14.7,1.1,5.5,29,14.7,1.1,5.5,29,15,1.4,5,28,16.3,1.4,5.1
NJI,1,10,27.5N,121.1E,27,14.7,1.1,5.7,27,14.7,1.1,5.7,29,14.7,1.1,5.5,29,15,1.4,5
NJI,1,11,27.5N,121.1E,29,13.6,1.2,5.7,29,13.6,1.2,5.7,27,14.7,1.1,5.7,29,14.7,1.1,5.5
NJI,1,12,27.5N,121.1E,29,11.6,0.9,6.1,29,11.6,0.9,6.1,29,13.6,1.2,5.7,27,14.7,1.1,5.7
NJI,1,13,27.5N,121.1E,34,9.2,1,6.1,34,9.2,1,6.1,29,11.6,0.9,6.1,29,13.6,1.2,5.7
NJI,1,14,27.5N,121.1E,35,7.3,1,6.4,35,7.3,1,6.4,34,9.2,1,6.1,29,11.6,0.9,6.1
NJI,1,15,27.5N,121.1E,37,7,0.8,5.8,37,7,0.8,5.8,35,7.3,1,6.4,34,9.2,1,6.1
NJI,1,16,27.5N,121.1E,43,6.4,0.8,5.3,43,6.4,0.8,5.3,37,7,0.8,5.8,35,7.3,1,6.4
NJI,1,17,27.5N,121.1E,32,7.5,0.9,5.2,32,7.5,0.9,5.2,43,6.4,0.8,5.3,37,7,0.8,5.8
NJI,1,18,27.5N,121.1E,40,7.7,0.9,5.1,40,7.7,0.9,5.1,32,7.5,0.9,5.2,43,6.4,0.8,5.3
NJI,1,19,27.5N,121.1E,36,8.1,0.9,5.1,36,8.1,0.9,5.1,40,7.7,0.9,5.1,32,7.5,0.9,5.2
NJI,1,20,27.5N,121.1E,41,7.8,0.8,5.8,41,7.8,0.8,5.8,36,8.1,0.9,5.1,40,7.7,0.9,5.1
NJI,1,21,27.5N,121.1E,38,7.2,0.8,5.8,38,7.2,0.8,5.8,41,7.8,0.8,5.8,36,8.1,0.9,5.1
NJI,1,22,27.5N,121.1E,45,7.2,0.7,6.1,45,7.2,0.7,6.1,38,7.2,0.8,5.8,41,7.8,0.8,5.8
NJI,1,23,27.5N,121.1E,47,7,0.7,6.9,47,7,0.7,6.9,45,7.2,0.7,6.1,38,7.2,0.8,5.8
NJI,2,0,27.5N,121.1E,44,6.7,0.6,7.5,44,6.7,0.6,7.5,47,7,0.7,6.9,45,7.2,0.7,6.1
NJI,2,1,27.5N,121.1E,31,6.8,0.7,7.6,31,6.8,0.7,7.6,44,6.7,0.6,7.5,47,7,0.7,6.9
NJI,2,2,27.5N,121.1E,23,4.8,0.6,7.5,23,4.8,0.6,7.5,31,6.8,0.7,7.6,44,6.7,0.6,7.5
NJI,2,3,27.5N,121.1E,358,4.6,0.7,6.3,358,4.6,0.7,6.3,23,4.8,0.6,7.5,31,6.8,0.7,7.6
NJI,2,4,27.5N,121.1E,350,5.3,0.7,6.7,350,5.3,0.7,6.7,358,4.6,0.7,6.3,23,4.8,0.6,7.5
NJI,2,5,27.5N,121.1E,344,7.2,0.7,5.6,344,7.2,0.7,5.6,350,5.3,0.7,6.7,358,4.6,0.7,6.3
NJI,2,6,27.5N,121.1E,335,6.7,0.7,6.7,335,6.7,0.7,6.7,344,7.2,0.7,5.6,350,5.3,0.7,6.7
NJI,2,7,27.5N,121.1E,340,7.5,0.6,6.4,340,7.5,0.6,6.4,335,6.7,0.7,6.7,344,7.2,0.7,5.6
NJI,2,8,27.5N,121.1E,331,6.4,0.7,6.3,331,6.4,0.7,6.3,340,7.5,0.6,6.4,335,6.7,0.7,6.7
NJI,2,9,27.5N,121.1E,320,6.4,0.7,7.2,320,6.4,0.7,7.2,331,6.4,0.7,6.3,340,7.5,0.6,6.4
NJI,2,10,27.5N,121.1E,321,6,0.7,7.6,321,6,0.7,7.6,320,6.4,0.7,7.2,331,6.4,0.7,6.3
NJI,2,11,27.5N,121.1E,324,7.6,99.7,99.7,324,7.6,0.65,7.7,321,6,0.7,7.6,320,6.4,0.7,7.2
NJI,2,12,27.5N,121.1E,321,6.1,0.6,7.8,321,6.1,0.6,7.8,324,7.6,0.65,7.7,321,6,0.7,7.6
NJI,2,13,27.5N,121.1E,315,5.9,0.6,7.2,315,5.9,0.6,7.2,321,6.1,0.6,7.8,324,7.6,0.65,7.7
NJI,2,14,27.5N,121.1E,312,6.4,0.6,7.5,312,6.4,0.6,7.5,315,5.9,0.6,7.2,321,6.1,0.6,7.8
NJI,2,15,27.5N,121.1E,309,6.2,0.6,7.1,309,6.2,0.6,7.1,312,6.4,0.6,7.5,315,5.9,0.6,7.2
NJI,2,16,27.5N,121.1E,315,4.3,0.6,6.8,315,4.3,0.6,6.8,309,6.2,0.6,7.1,312,6.4,0.6,7.5
NJI,2,17,27.5N,121.1E,306,5.5,0.7,6.4,306,5.5,0.7,6.4,315,4.3,0.6,6.8,309,6.2,0.6,7.1
NJI,2,18,27.5N,121.1E,308,3.6,0.7,6.3,308,3.6,0.7,6.3,306,5.5,0.7,6.4,315,4.3,0.6,6.8
NJI,2,19,27.5N,121.1E,332,2.1,0.8,6.2,332,2.1,0.8,6.2,308,3.6,0.7,6.3,306,5.5,0.7,6.4
NJI,2,20,27.5N,121.1E,190,1.5,0.8,6.2,190,1.5,0.8,6.2,332,2.1,0.8,6.2,308,3.6,0.7,6.3
NJI,2,21,27.5N,121.1E,205,1.2,0.9,6.4,205,1.2,0.9,6.4,190,1.5,0.8,6.2,332,2.1,0.8,6.2
NJI,2,22,27.5N,121.1E,172,1.1,0.9,6.7,172,1.1,0.9,6.7,205,1.2,0.9,6.4,190,1.5,0.8,6.2
NJI,2,23,27.5N,121.1E,206,2.7,0.9,6.6,206,2.7,0.9,6.6,172,1.1,0.9,6.7,205,1.2,0.9,6.4
NJI,3,0,27.5N,121.1E,182,2.8,0.9,6.5,182,2.8,0.9,6.5,206,2.7,0.9,6.6,172,1.1,0.9,6.7
NJI,3,1,27.5N,121.1E,169,3.5,1,6.7,169,3.5,1,6.7,182,2.8,0.9,6.5,206,2.7,0.9,6.6
NJI,3,2,27.5N,121.1E,192,4.1,1,6.5,192,4.1,1,6.5,169,3.5,1,6.7,182,2.8,0.9,6.5
